gene_id	fraction_samples
ENSG00000131323.17	1.0
ENSG00000131351.15	1.0
ENSG00000131368.9	1.0
ENSG00000131370.16	1.0
ENSG00000131373.15	1.0
ENSG00000131374.15	1.0
ENSG00000131375.10	1.0
ENSG00000131378.14	1.0
ENSG00000131381.13	1.0
ENSG00000131386.20	1.0
ENSG00000131389.18	1.0
ENSG00000131398.15	1.0
ENSG00000131408.15	1.0
ENSG00000131409.13	1.0
ENSG00000131435.13	1.0
ENSG00000131437.16	1.0
ENSG00000131446.17	1.0
ENSG00000131459.13	1.0
ENSG00000131462.9	1.0
ENSG00000131467.12	1.0
ENSG00000131469.15	1.0
ENSG00000131470.15	1.0
ENSG00000131471.7	1.0
ENSG00000131473.17	1.0
ENSG00000131475.7	1.0
ENSG00000131477.11	1.0
ENSG00000131480.9	1.0
ENSG00000131495.9	1.0
ENSG00000131503.21	1.0
ENSG00000131504.18	1.0
ENSG00000131507.11	1.0
ENSG00000131508.17	1.0
ENSG00000131558.16	1.0
ENSG00000131584.19	1.0
ENSG00000131591.18	1.0
ENSG00000131620.18	1.0
ENSG00000131626.19	1.0
ENSG00000131634.14	1.0
ENSG00000131652.14	1.0
ENSG00000131653.14	1.0
ENSG00000131669.10	1.0
ENSG00000131697.18	1.0
ENSG00000131711.15	1.0
ENSG00000131724.11	1.0
ENSG00000131725.14	1.0
ENSG00000131730.16	1.0
ENSG00000131732.12	1.0
ENSG00000131747.15	1.0
ENSG00000131748.16	1.0
ENSG00000131759.18	1.0
ENSG00000131771.14	0.975
ENSG00000131773.15	1.0
ENSG00000131778.20	1.0
ENSG00000131779.11	1.0
ENSG00000131781.13	1.0
ENSG00000131788.16	1.0
ENSG00000131791.8	1.0
ENSG00000131828.14	1.0
ENSG00000131831.18	1.0
ENSG00000131844.17	1.0
ENSG00000131845.15	1.0
ENSG00000131848.10	1.0
ENSG00000131849.14	1.0
ENSG00000131871.16	1.0
ENSG00000131873.7	1.0
ENSG00000131876.18	1.0
ENSG00000131899.13	1.0
ENSG00000131931.8	1.0
ENSG00000131941.8	1.0
ENSG00000131943.20	1.0
ENSG00000131944.11	1.0
ENSG00000131966.14	1.0
ENSG00000131969.15	0.95
ENSG00000131979.20	1.0
ENSG00000131981.16	1.0
ENSG00000132000.14	0.9875
ENSG00000132002.10	1.0
ENSG00000132003.10	1.0
ENSG00000132004.13	1.0
ENSG00000132005.9	1.0
ENSG00000132010.16	0.9125
ENSG00000132016.12	0.975
ENSG00000132017.11	1.0
ENSG00000132024.18	1.0
ENSG00000132031.13	1.0
ENSG00000132109.10	1.0
ENSG00000132122.12	1.0
ENSG00000132128.18	1.0
ENSG00000132141.14	1.0
ENSG00000132153.15	1.0
ENSG00000132155.14	1.0
ENSG00000132170.24	1.0
ENSG00000132182.13	1.0
ENSG00000132196.16	1.0
ENSG00000132199.20	1.0
ENSG00000132205.11	1.0
ENSG00000132254.13	1.0
ENSG00000132256.20	1.0
ENSG00000132274.17	1.0
ENSG00000132275.11	1.0
ENSG00000132286.12	1.0
ENSG00000132294.15	1.0
ENSG00000132300.19	1.0
ENSG00000132305.22	1.0
ENSG00000132313.15	1.0
ENSG00000132321.17	0.975
ENSG00000132323.9	1.0
ENSG00000132326.13	1.0
ENSG00000132329.11	1.0
ENSG00000132330.18	1.0
ENSG00000132334.17	1.0
ENSG00000132341.12	1.0
ENSG00000132356.12	1.0
ENSG00000132357.14	1.0
ENSG00000132359.17	1.0
ENSG00000132361.18	1.0
ENSG00000132376.20	1.0
ENSG00000132382.15	1.0
ENSG00000132383.12	1.0
ENSG00000132386.11	1.0
ENSG00000132388.13	1.0
ENSG00000132394.11	1.0
ENSG00000132405.19	1.0
ENSG00000132406.12	1.0
ENSG00000132423.12	1.0
ENSG00000132424.17	1.0
ENSG00000132429.10	0.925
ENSG00000132432.14	1.0
ENSG00000132434.10	1.0
ENSG00000132436.13	1.0
ENSG00000132437.18	0.9125
ENSG00000132463.15	1.0
ENSG00000132465.12	0.9
ENSG00000132466.20	1.0
ENSG00000132467.4	1.0
ENSG00000132470.14	1.0
ENSG00000132471.12	1.0
ENSG00000132475.10	1.0
ENSG00000132478.10	1.0
ENSG00000132481.7	1.0
ENSG00000132485.14	1.0
ENSG00000132507.18	1.0
ENSG00000132510.11	1.0
ENSG00000132514.14	0.9375
ENSG00000132530.17	1.0
ENSG00000132535.23	1.0
ENSG00000132541.11	1.0
ENSG00000132549.20	1.0
ENSG00000132554.21	0.9875
ENSG00000132561.14	1.0
ENSG00000132563.17	1.0
ENSG00000132570.15	1.0
ENSG00000132581.10	1.0
ENSG00000132589.16	1.0
ENSG00000132591.12	1.0
ENSG00000132600.18	1.0
ENSG00000132603.15	1.0
ENSG00000132604.11	1.0
ENSG00000132612.17	1.0
ENSG00000132613.16	1.0
ENSG00000132622.11	1.0
ENSG00000132623.16	1.0
ENSG00000132635.17	1.0
ENSG00000132639.15	0.975
ENSG00000132640.15	1.0
ENSG00000132646.11	1.0
ENSG00000132661.4	1.0
ENSG00000132664.13	1.0
ENSG00000132669.14	1.0
ENSG00000132670.21	1.0
ENSG00000132676.16	1.0
ENSG00000132680.11	1.0
ENSG00000132688.11	1.0
ENSG00000132692.19	0.9125
ENSG00000132694.20	1.0
ENSG00000132716.19	1.0
ENSG00000132718.9	1.0
ENSG00000132740.10	1.0
ENSG00000132749.11	0.9375
ENSG00000132763.15	1.0
ENSG00000132768.14	1.0
ENSG00000132773.12	1.0
ENSG00000132780.17	1.0
ENSG00000132781.22	0.975
ENSG00000132792.21	1.0
ENSG00000132793.12	1.0
ENSG00000132801.7	1.0
ENSG00000132819.17	1.0
ENSG00000132821.12	1.0
ENSG00000132823.11	1.0
ENSG00000132824.14	1.0
ENSG00000132825.7	1.0
ENSG00000132837.15	0.9875
ENSG00000132840.10	1.0
ENSG00000132842.16	1.0
ENSG00000132846.6	1.0
ENSG00000132849.22	1.0
ENSG00000132854.19	1.0
ENSG00000132874.15	0.9
ENSG00000132879.14	1.0
ENSG00000132881.12	1.0
ENSG00000132906.18	1.0
ENSG00000132912.14	1.0
ENSG00000132932.19	0.975
ENSG00000132938.22	1.0
ENSG00000132950.19	1.0
ENSG00000132952.12	1.0
ENSG00000132953.18	1.0
ENSG00000132963.9	1.0
ENSG00000132964.13	1.0
ENSG00000132965.10	1.0
ENSG00000132970.14	1.0
ENSG00000133019.12	0.9875
ENSG00000133026.14	1.0
ENSG00000133027.18	1.0
ENSG00000133028.12	1.0
ENSG00000133030.22	1.0
ENSG00000133048.13	1.0
ENSG00000133056.14	1.0
ENSG00000133059.18	1.0
ENSG00000133065.11	1.0
ENSG00000133067.18	1.0
ENSG00000133069.17	1.0
ENSG00000133083.15	1.0
ENSG00000133101.10	0.9875
ENSG00000133103.18	1.0
ENSG00000133104.14	1.0
ENSG00000133106.15	1.0
ENSG00000133107.15	1.0
ENSG00000133110.15	0.9875
ENSG00000133111.4	1.0
ENSG00000133112.17	1.0
ENSG00000133114.18	1.0
ENSG00000133116.8	1.0
ENSG00000133119.13	1.0
ENSG00000133121.21	1.0
ENSG00000133131.15	1.0
ENSG00000133134.12	1.0
ENSG00000133135.14	0.9875
ENSG00000133138.20	1.0
ENSG00000133142.19	1.0
ENSG00000133169.6	1.0
ENSG00000133193.13	1.0
ENSG00000133195.12	1.0
ENSG00000133216.17	1.0
ENSG00000133226.19	1.0
ENSG00000133243.10	1.0
ENSG00000133246.12	1.0
ENSG00000133247.14	1.0
ENSG00000133250.14	1.0
ENSG00000133256.13	1.0
ENSG00000133265.11	1.0
ENSG00000133275.16	1.0
ENSG00000133302.13	1.0
ENSG00000133313.15	1.0
ENSG00000133315.12	1.0
ENSG00000133316.16	1.0
ENSG00000133318.14	1.0
ENSG00000133321.12	1.0
ENSG00000133392.19	1.0
ENSG00000133393.13	1.0
ENSG00000133398.4	1.0
ENSG00000133401.16	1.0
ENSG00000133422.14	1.0
ENSG00000133424.22	1.0
ENSG00000133433.11	0.925
ENSG00000133454.16	0.925
ENSG00000133460.20	1.0
ENSG00000133466.14	1.0
ENSG00000133477.17	0.9875
ENSG00000133561.15	1.0
ENSG00000133574.10	1.0
ENSG00000133597.11	1.0
ENSG00000133606.11	1.0
ENSG00000133612.20	1.0
ENSG00000133619.18	1.0
ENSG00000133627.18	1.0
ENSG00000133639.6	1.0
ENSG00000133640.20	0.9375
ENSG00000133641.18	1.0
ENSG00000133657.17	1.0
ENSG00000133661.17	0.975
ENSG00000133678.14	1.0
ENSG00000133687.16	1.0
ENSG00000133703.14	1.0
ENSG00000133704.10	1.0
ENSG00000133706.20	1.0
ENSG00000133710.17	0.95
ENSG00000133731.10	1.0
ENSG00000133739.16	1.0
ENSG00000133740.11	1.0
ENSG00000133773.12	1.0
ENSG00000133789.15	1.0
ENSG00000133794.20	1.0
ENSG00000133800.9	1.0
ENSG00000133805.16	1.0
ENSG00000133812.18	1.0
ENSG00000133816.20	1.0
ENSG00000133818.14	1.0
ENSG00000133835.18	1.0
ENSG00000133858.17	1.0
ENSG00000133872.14	1.0
ENSG00000133874.2	1.0
ENSG00000133878.9	0.975
ENSG00000133884.11	1.0
ENSG00000133895.19	1.0
ENSG00000133935.7	1.0
ENSG00000133943.21	1.0
ENSG00000133958.14	1.0
ENSG00000133961.22	1.0
ENSG00000133962.8	0.9125
ENSG00000133983.16	1.0
ENSG00000133985.3	1.0
ENSG00000133997.12	1.0
ENSG00000134001.15	1.0
ENSG00000134007.5	0.9
ENSG00000134013.16	1.0
ENSG00000134014.18	1.0
ENSG00000134020.8	0.9875
ENSG00000134030.14	1.0
ENSG00000134042.14	1.0
ENSG00000134046.12	1.0
ENSG00000134049.6	1.0
ENSG00000134056.12	1.0
ENSG00000134057.15	1.0
ENSG00000134058.12	1.0
ENSG00000134061.5	0.9875
ENSG00000134070.5	1.0
ENSG00000134072.11	1.0
ENSG00000134077.16	1.0
ENSG00000134086.11	1.0
ENSG00000134107.5	1.0
ENSG00000134108.14	1.0
ENSG00000134109.11	1.0
ENSG00000134121.10	0.9875
ENSG00000134138.22	1.0
ENSG00000134146.12	1.0
ENSG00000134152.11	1.0
ENSG00000134153.10	1.0
ENSG00000134183.13	0.9625
ENSG00000134186.12	1.0
ENSG00000134198.10	1.0
ENSG00000134201.12	1.0
ENSG00000134202.12	1.0
ENSG00000134215.16	1.0
ENSG00000134222.16	1.0
ENSG00000134242.16	1.0
ENSG00000134243.12	1.0
ENSG00000134245.18	1.0
ENSG00000134247.10	1.0
ENSG00000134248.14	1.0
ENSG00000134250.21	1.0
ENSG00000134253.10	1.0
ENSG00000134255.16	1.0
ENSG00000134256.13	1.0
ENSG00000134259.6	1.0
ENSG00000134262.15	1.0
ENSG00000134265.13	1.0
ENSG00000134278.16	1.0
ENSG00000134283.18	1.0
ENSG00000134285.11	1.0
ENSG00000134287.10	1.0
ENSG00000134291.12	1.0
ENSG00000134294.14	1.0
ENSG00000134308.14	1.0
ENSG00000134313.17	1.0
ENSG00000134317.18	1.0
ENSG00000134318.16	1.0
ENSG00000134321.13	1.0
ENSG00000134323.13	0.95
ENSG00000134324.12	1.0
ENSG00000134326.12	1.0
ENSG00000134330.19	1.0
ENSG00000134333.15	1.0
ENSG00000134343.14	0.9625
ENSG00000134352.21	1.0
ENSG00000134363.12	1.0
ENSG00000134369.17	1.0
ENSG00000134371.15	1.0
ENSG00000134375.11	1.0
ENSG00000134419.15	1.0
ENSG00000134440.12	1.0
ENSG00000134444.15	1.0
ENSG00000134452.20	1.0
ENSG00000134453.16	1.0
ENSG00000134460.19	0.925
ENSG00000134461.16	1.0
ENSG00000134463.15	1.0
ENSG00000134470.21	0.9875
ENSG00000134480.17	1.0
ENSG00000134490.14	1.0
ENSG00000134504.14	1.0
ENSG00000134508.13	1.0
ENSG00000134516.20	1.0
ENSG00000134531.10	1.0
ENSG00000134532.20	1.0
ENSG00000134533.6	1.0
ENSG00000134539.17	1.0
ENSG00000134548.11	0.9875
ENSG00000134551.14	0.9875
ENSG00000134569.10	1.0
ENSG00000134574.12	1.0
ENSG00000134575.13	1.0
ENSG00000134590.14	1.0
ENSG00000134594.5	0.9875
ENSG00000134597.17	1.0
ENSG00000134602.16	1.0
ENSG00000134627.12	1.0
ENSG00000134644.16	1.0
ENSG00000134668.13	0.9375
ENSG00000134684.13	1.0
ENSG00000134686.21	1.0
ENSG00000134690.11	1.0
ENSG00000134697.13	1.0
ENSG00000134698.11	1.0
ENSG00000134709.13	1.0
ENSG00000134716.11	0.975
ENSG00000134717.18	1.0
ENSG00000134744.14	1.0
ENSG00000134748.13	1.0
ENSG00000134755.19	1.0
ENSG00000134758.14	1.0
ENSG00000134759.14	1.0
ENSG00000134762.17	0.95
ENSG00000134769.23	1.0
ENSG00000134775.16	1.0
ENSG00000134779.15	1.0
ENSG00000134780.10	1.0
ENSG00000134802.18	1.0
ENSG00000134809.9	1.0
ENSG00000134815.20	1.0
ENSG00000134817.12	1.0
ENSG00000134824.14	1.0
ENSG00000134825.16	1.0
ENSG00000134830.6	0.9875
ENSG00000134851.13	1.0
ENSG00000134852.15	1.0
ENSG00000134853.12	1.0
ENSG00000134864.11	1.0
ENSG00000134871.20	1.0
ENSG00000134873.10	0.9375
ENSG00000134874.18	1.0
ENSG00000134882.16	1.0
ENSG00000134884.15	1.0
ENSG00000134897.14	1.0
ENSG00000134900.13	1.0
ENSG00000134901.14	1.0
ENSG00000134905.17	1.0
ENSG00000134909.19	1.0
ENSG00000134910.14	1.0
ENSG00000134917.10	1.0
ENSG00000134954.14	1.0
ENSG00000134955.12	1.0
ENSG00000134962.7	1.0
ENSG00000134970.14	1.0
ENSG00000134982.19	1.0
ENSG00000134986.14	1.0
ENSG00000134987.13	1.0
ENSG00000134996.12	1.0
ENSG00000135002.12	1.0
ENSG00000135018.14	1.0
ENSG00000135040.16	1.0
ENSG00000135045.7	1.0
ENSG00000135046.15	1.0
ENSG00000135047.16	1.0
ENSG00000135048.14	1.0
ENSG00000135049.16	1.0
ENSG00000135052.16	1.0
ENSG00000135063.20	1.0
ENSG00000135069.14	1.0
ENSG00000135070.15	1.0
ENSG00000135074.16	1.0
ENSG00000135077.10	1.0
ENSG00000135083.17	1.0
ENSG00000135090.14	1.0
ENSG00000135093.13	1.0
ENSG00000135094.11	0.975
ENSG00000135108.16	1.0
ENSG00000135111.16	1.0
ENSG00000135114.14	0.975
ENSG00000135119.15	1.0
ENSG00000135124.16	1.0
ENSG00000135127.12	0.9875
ENSG00000135144.8	1.0
ENSG00000135148.12	1.0
ENSG00000135164.19	1.0
ENSG00000135185.12	1.0
ENSG00000135205.15	1.0
ENSG00000135211.6	1.0
ENSG00000135218.19	1.0
ENSG00000135241.17	1.0
ENSG00000135245.10	1.0
ENSG00000135249.8	1.0
ENSG00000135250.17	1.0
ENSG00000135253.16	0.925
ENSG00000135269.18	1.0
ENSG00000135272.13	1.0
ENSG00000135297.17	1.0
ENSG00000135298.15	1.0
ENSG00000135299.18	1.0
ENSG00000135312.7	0.95
ENSG00000135314.14	0.975
ENSG00000135315.12	1.0
ENSG00000135316.20	1.0
ENSG00000135317.14	1.0
ENSG00000135318.12	1.0
ENSG00000135324.6	1.0
ENSG00000135333.15	1.0
ENSG00000135334.9	1.0
ENSG00000135336.17	1.0
ENSG00000135338.14	1.0
ENSG00000135341.19	1.0
ENSG00000135362.14	1.0
ENSG00000135363.12	1.0
ENSG00000135365.17	1.0
ENSG00000135372.10	1.0
ENSG00000135373.13	0.9375
ENSG00000135378.4	1.0
ENSG00000135387.21	1.0
ENSG00000135390.21	1.0
ENSG00000135392.19	1.0
ENSG00000135404.12	1.0
ENSG00000135407.11	1.0
ENSG00000135414.10	1.0
ENSG00000135424.19	1.0
ENSG00000135426.16	0.975
ENSG00000135436.8	1.0
ENSG00000135437.10	1.0
ENSG00000135439.12	1.0
ENSG00000135441.8	1.0
ENSG00000135446.17	1.0
ENSG00000135447.17	1.0
ENSG00000135451.13	0.9375
ENSG00000135452.10	1.0
ENSG00000135454.14	1.0
ENSG00000135457.11	1.0
ENSG00000135469.14	1.0
ENSG00000135472.9	1.0
ENSG00000135473.16	1.0
ENSG00000135476.12	0.9875
ENSG00000135480.17	0.9625
ENSG00000135482.7	1.0
ENSG00000135486.19	1.0
ENSG00000135503.13	1.0
ENSG00000135506.17	1.0
ENSG00000135519.8	1.0
ENSG00000135521.9	1.0
ENSG00000135525.19	1.0
ENSG00000135535.17	1.0
ENSG00000135537.17	1.0
ENSG00000135540.13	1.0
ENSG00000135541.22	1.0
ENSG00000135547.9	1.0
ENSG00000135549.16	1.0
ENSG00000135587.9	1.0
ENSG00000135596.18	1.0
ENSG00000135597.19	1.0
ENSG00000135604.11	1.0
ENSG00000135605.13	1.0
ENSG00000135617.4	1.0
ENSG00000135622.14	1.0
ENSG00000135624.17	1.0
ENSG00000135631.17	1.0
ENSG00000135632.12	1.0
ENSG00000135636.16	1.0
ENSG00000135637.15	1.0
ENSG00000135643.5	1.0
ENSG00000135655.16	1.0
ENSG00000135677.11	1.0
ENSG00000135678.12	1.0
ENSG00000135679.27	1.0
ENSG00000135686.13	1.0
ENSG00000135698.10	1.0
ENSG00000135709.14	1.0
ENSG00000135720.13	1.0
ENSG00000135722.9	1.0
ENSG00000135723.14	1.0
ENSG00000135736.6	1.0
ENSG00000135740.17	1.0
ENSG00000135744.9	1.0
ENSG00000135749.20	1.0
ENSG00000135750.15	1.0
ENSG00000135763.10	1.0
ENSG00000135766.9	1.0
ENSG00000135775.14	1.0
ENSG00000135776.5	1.0
ENSG00000135778.12	1.0
ENSG00000135801.11	1.0
ENSG00000135821.20	1.0
ENSG00000135823.14	1.0
ENSG00000135828.11	1.0
ENSG00000135829.17	1.0
ENSG00000135835.13	1.0
ENSG00000135837.18	1.0
ENSG00000135838.14	1.0
ENSG00000135842.17	1.0
ENSG00000135845.10	1.0
ENSG00000135862.6	1.0
ENSG00000135870.13	1.0
ENSG00000135899.20	1.0
ENSG00000135900.4	1.0
ENSG00000135905.21	1.0
ENSG00000135912.11	1.0
ENSG00000135913.11	1.0
ENSG00000135914.6	1.0
ENSG00000135916.16	1.0
ENSG00000135917.16	0.9875
ENSG00000135919.14	1.0
ENSG00000135924.17	1.0
ENSG00000135926.15	1.0
ENSG00000135929.9	1.0
ENSG00000135930.15	1.0
ENSG00000135931.19	1.0
ENSG00000135932.12	1.0
ENSG00000135940.7	1.0
ENSG00000135945.10	1.0
ENSG00000135951.16	1.0
ENSG00000135953.11	1.0
ENSG00000135956.11	1.0
ENSG00000135966.14	1.0
ENSG00000135968.22	1.0
ENSG00000135972.9	1.0
ENSG00000135974.11	1.0
ENSG00000135976.21	1.0
ENSG00000135999.13	1.0
ENSG00000136003.16	1.0
ENSG00000136010.14	1.0
ENSG00000136011.15	0.975
ENSG00000136014.12	1.0
ENSG00000136021.19	1.0
ENSG00000136026.14	1.0
ENSG00000136040.9	1.0
ENSG00000136044.12	1.0
ENSG00000136045.12	1.0
ENSG00000136048.14	1.0
ENSG00000136051.15	1.0
ENSG00000136052.10	1.0
ENSG00000136059.16	1.0
ENSG00000136068.16	1.0
ENSG00000136098.19	1.0
ENSG00000136100.14	1.0
ENSG00000136104.22	1.0
ENSG00000136108.15	1.0
ENSG00000136111.14	1.0
ENSG00000136114.17	1.0
ENSG00000136122.18	1.0
ENSG00000136141.15	1.0
ENSG00000136143.16	1.0
ENSG00000136144.12	1.0
ENSG00000136146.15	1.0
ENSG00000136147.18	1.0
ENSG00000136149.6	0.9
ENSG00000136152.15	1.0
ENSG00000136153.21	1.0
ENSG00000136156.15	1.0
ENSG00000136158.12	1.0
ENSG00000136159.4	1.0
ENSG00000136160.17	1.0
ENSG00000136161.13	1.0
ENSG00000136167.15	1.0
ENSG00000136169.17	1.0
ENSG00000136193.17	1.0
ENSG00000136197.14	1.0
ENSG00000136205.18	1.0
ENSG00000136206.5	0.9875
ENSG00000136213.10	1.0
ENSG00000136231.14	0.925
ENSG00000136235.17	1.0
ENSG00000136237.20	1.0
ENSG00000136238.20	1.0
ENSG00000136240.10	1.0
ENSG00000136243.18	1.0
ENSG00000136244.12	0.9375
ENSG00000136247.15	1.0
ENSG00000136250.13	0.9875
ENSG00000136261.16	1.0
ENSG00000136267.14	0.95
ENSG00000136270.14	1.0
ENSG00000136271.11	1.0
ENSG00000136273.14	1.0
ENSG00000136274.9	1.0
ENSG00000136279.21	1.0
ENSG00000136280.17	1.0
ENSG00000136286.16	1.0
ENSG00000136295.16	1.0
ENSG00000136319.12	1.0
ENSG00000136367.15	1.0
ENSG00000136371.11	1.0
ENSG00000136378.15	1.0
ENSG00000136379.12	1.0
ENSG00000136381.13	1.0
ENSG00000136383.7	1.0
ENSG00000136404.16	1.0
ENSG00000136425.14	1.0
ENSG00000136436.16	1.0
ENSG00000136444.10	1.0
ENSG00000136448.13	1.0
ENSG00000136449.16	0.95
ENSG00000136450.13	1.0
ENSG00000136451.9	1.0
ENSG00000136457.10	0.975
ENSG00000136463.9	1.0
ENSG00000136478.9	1.0
ENSG00000136485.16	1.0
ENSG00000136490.9	1.0
ENSG00000136492.10	0.9875
ENSG00000136504.15	1.0
ENSG00000136514.3	0.9875
ENSG00000136518.17	1.0
ENSG00000136521.13	1.0
ENSG00000136522.14	1.0
ENSG00000136527.19	1.0
ENSG00000136531.19	0.975
ENSG00000136536.15	1.0
ENSG00000136542.9	1.0
ENSG00000136546.17	1.0
ENSG00000136560.14	1.0
ENSG00000136603.15	1.0
ENSG00000136628.18	1.0
ENSG00000136630.13	1.0
ENSG00000136631.16	1.0
ENSG00000136634.7	0.9375
ENSG00000136636.13	1.0
ENSG00000136643.12	1.0
ENSG00000136682.16	1.0
ENSG00000136689.20	0.9625
ENSG00000136699.20	1.0
ENSG00000136709.12	1.0
ENSG00000136710.10	1.0
ENSG00000136715.19	1.0
ENSG00000136717.15	1.0
ENSG00000136718.10	1.0
ENSG00000136720.7	1.0
ENSG00000136731.13	1.0
ENSG00000136732.16	1.0
ENSG00000136738.15	1.0
ENSG00000136754.18	1.0
ENSG00000136758.21	1.0
ENSG00000136770.11	1.0
ENSG00000136783.10	1.0
ENSG00000136802.12	1.0
ENSG00000136807.14	1.0
ENSG00000136810.13	1.0
ENSG00000136811.17	1.0
ENSG00000136813.15	1.0
ENSG00000136816.16	1.0
ENSG00000136819.15	1.0
ENSG00000136824.19	1.0
ENSG00000136826.16	1.0
ENSG00000136827.12	1.0
ENSG00000136828.19	1.0
ENSG00000136830.12	1.0
ENSG00000136840.19	1.0
ENSG00000136842.14	1.0
ENSG00000136848.19	1.0
ENSG00000136854.26	1.0
ENSG00000136856.18	1.0
ENSG00000136859.10	1.0
ENSG00000136861.19	1.0
ENSG00000136866.14	1.0
ENSG00000136867.11	0.975
ENSG00000136868.11	1.0
ENSG00000136869.16	1.0
ENSG00000136870.11	1.0
ENSG00000136872.21	0.9875
ENSG00000136874.11	1.0
ENSG00000136875.13	1.0
ENSG00000136877.16	1.0
ENSG00000136878.14	1.0
ENSG00000136888.8	1.0
ENSG00000136891.14	1.0
ENSG00000136895.19	1.0
ENSG00000136897.8	1.0
ENSG00000136908.18	1.0
ENSG00000136925.15	1.0
ENSG00000136930.13	1.0
ENSG00000136932.16	1.0
ENSG00000136933.17	1.0
ENSG00000136935.14	1.0
ENSG00000136936.11	1.0
ENSG00000136937.13	1.0
ENSG00000136938.9	1.0
ENSG00000136940.14	1.0
ENSG00000136942.15	1.0
ENSG00000136943.12	1.0
ENSG00000136950.13	1.0
ENSG00000136960.13	1.0
ENSG00000136982.6	1.0
ENSG00000136986.10	1.0
ENSG00000136997.22	1.0
ENSG00000136999.5	1.0
ENSG00000137033.12	1.0
ENSG00000137038.8	1.0
ENSG00000137040.10	1.0
ENSG00000137054.16	1.0
ENSG00000137055.15	1.0
ENSG00000137070.19	1.0
ENSG00000137073.24	1.0
ENSG00000137074.20	1.0
ENSG00000137075.18	1.0
ENSG00000137076.22	1.0
ENSG00000137094.16	1.0
ENSG00000137098.14	1.0
ENSG00000137100.16	1.0
ENSG00000137101.14	1.0
ENSG00000137103.20	1.0
ENSG00000137106.18	1.0
ENSG00000137124.8	1.0
ENSG00000137135.18	1.0
ENSG00000137142.5	0.9625
ENSG00000137145.21	1.0
ENSG00000137154.13	1.0
ENSG00000137161.18	1.0
ENSG00000137166.18	1.0
ENSG00000137168.8	1.0
ENSG00000137171.15	1.0
ENSG00000137177.20	1.0
ENSG00000137185.13	1.0
ENSG00000137193.14	1.0
ENSG00000137198.10	1.0
ENSG00000137200.13	1.0
ENSG00000137207.12	1.0
ENSG00000137210.14	1.0
ENSG00000137216.19	1.0
ENSG00000137218.10	1.0
ENSG00000137221.14	1.0
ENSG00000137261.15	0.9
ENSG00000137265.16	1.0
ENSG00000137266.15	1.0
ENSG00000137267.7	1.0
ENSG00000137269.15	1.0
ENSG00000137273.6	0.9625
ENSG00000137274.14	1.0
ENSG00000137275.16	1.0
ENSG00000137285.11	1.0
ENSG00000137288.10	1.0
ENSG00000137309.21	1.0
ENSG00000137310.13	1.0
ENSG00000137312.15	1.0
ENSG00000137331.12	1.0
ENSG00000137337.16	1.0
ENSG00000137338.6	1.0
ENSG00000137343.18	1.0
ENSG00000137364.5	1.0
ENSG00000137393.10	1.0
ENSG00000137404.15	1.0
ENSG00000137409.21	1.0
ENSG00000137413.17	1.0
ENSG00000137414.7	1.0
ENSG00000137434.12	1.0
ENSG00000137441.8	0.9625
ENSG00000137449.17	1.0
ENSG00000137460.10	1.0
ENSG00000137462.10	1.0
ENSG00000137463.5	0.9875
ENSG00000137474.23	1.0
ENSG00000137478.15	1.0
ENSG00000137486.17	1.0
ENSG00000137491.15	1.0
ENSG00000137492.9	1.0
ENSG00000137494.14	1.0
ENSG00000137496.19	1.0
ENSG00000137497.19	1.0
ENSG00000137500.10	1.0
ENSG00000137501.18	1.0
ENSG00000137502.10	1.0
ENSG00000137504.16	1.0
ENSG00000137507.11	1.0
ENSG00000137509.12	1.0
ENSG00000137513.11	1.0
ENSG00000137522.18	1.0
ENSG00000137547.9	1.0
ENSG00000137558.9	1.0
ENSG00000137563.13	1.0
ENSG00000137571.11	0.9875
ENSG00000137573.14	1.0
ENSG00000137574.11	1.0
ENSG00000137575.12	1.0
ENSG00000137601.18	1.0
ENSG00000137628.18	1.0
ENSG00000137642.13	1.0
ENSG00000137656.12	1.0
ENSG00000137672.13	1.0
ENSG00000137691.13	0.9875
ENSG00000137692.12	1.0
ENSG00000137693.14	1.0
ENSG00000137699.17	0.95
ENSG00000137700.19	1.0
ENSG00000137710.17	1.0
ENSG00000137713.16	1.0
ENSG00000137714.3	1.0
ENSG00000137720.8	1.0
ENSG00000137726.17	1.0
ENSG00000137727.13	1.0
ENSG00000137752.25	1.0
ENSG00000137760.15	1.0
ENSG00000137764.20	1.0
ENSG00000137767.14	1.0
ENSG00000137770.14	1.0
ENSG00000137776.17	1.0
ENSG00000137801.11	1.0
ENSG00000137802.15	1.0
ENSG00000137806.10	1.0
ENSG00000137807.16	1.0
ENSG00000137809.17	1.0
ENSG00000137812.21	0.9875
ENSG00000137814.12	1.0
ENSG00000137815.15	1.0
ENSG00000137817.18	1.0
ENSG00000137818.12	1.0
ENSG00000137819.14	1.0
ENSG00000137821.12	1.0
ENSG00000137822.13	1.0
ENSG00000137824.16	1.0
ENSG00000137825.11	0.9375
ENSG00000137831.15	1.0
ENSG00000137834.15	1.0
ENSG00000137841.12	1.0
ENSG00000137842.7	1.0
ENSG00000137843.12	0.975
ENSG00000137845.15	1.0
ENSG00000137857.18	1.0
ENSG00000137869.16	0.95
ENSG00000137871.21	1.0
ENSG00000137872.17	1.0
ENSG00000137876.11	1.0
ENSG00000137877.10	1.0
ENSG00000137880.6	0.9375
ENSG00000137936.18	1.0
