gene_id	fraction_samples
ENSG00000169169.15	1.0
ENSG00000169180.12	1.0
ENSG00000169184.7	1.0
ENSG00000169188.5	1.0
ENSG00000169189.17	1.0
ENSG00000169193.12	1.0
ENSG00000169213.7	0.975
ENSG00000169217.9	1.0
ENSG00000169220.18	1.0
ENSG00000169221.14	1.0
ENSG00000169223.16	1.0
ENSG00000169224.13	0.925
ENSG00000169228.14	1.0
ENSG00000169230.10	1.0
ENSG00000169231.13	1.0
ENSG00000169239.14	1.0
ENSG00000169241.19	1.0
ENSG00000169242.12	1.0
ENSG00000169245.6	0.95
ENSG00000169247.14	1.0
ENSG00000169249.14	1.0
ENSG00000169251.13	1.0
ENSG00000169252.6	1.0
ENSG00000169255.15	1.0
ENSG00000169258.7	1.0
ENSG00000169282.19	1.0
ENSG00000169288.18	1.0
ENSG00000169291.10	1.0
ENSG00000169299.14	1.0
ENSG00000169302.16	0.9875
ENSG00000169313.10	1.0
ENSG00000169330.9	0.975
ENSG00000169359.16	1.0
ENSG00000169371.14	1.0
ENSG00000169372.13	1.0
ENSG00000169375.17	1.0
ENSG00000169379.17	1.0
ENSG00000169385.3	0.925
ENSG00000169398.20	1.0
ENSG00000169403.12	1.0
ENSG00000169410.11	1.0
ENSG00000169413.3	1.0
ENSG00000169418.10	1.0
ENSG00000169429.13	1.0
ENSG00000169432.19	1.0
ENSG00000169435.14	0.9
ENSG00000169436.18	0.9375
ENSG00000169439.12	1.0
ENSG00000169442.9	0.9875
ENSG00000169446.6	1.0
ENSG00000169490.17	1.0
ENSG00000169499.15	1.0
ENSG00000169504.15	1.0
ENSG00000169507.10	1.0
ENSG00000169508.7	1.0
ENSG00000169515.9	1.0
ENSG00000169519.21	1.0
ENSG00000169554.23	1.0
ENSG00000169564.7	1.0
ENSG00000169567.13	1.0
ENSG00000169570.10	1.0
ENSG00000169583.13	0.95
ENSG00000169592.15	1.0
ENSG00000169594.14	0.925
ENSG00000169598.17	1.0
ENSG00000169599.13	1.0
ENSG00000169604.21	1.0
ENSG00000169607.13	0.95
ENSG00000169609.14	1.0
ENSG00000169612.4	1.0
ENSG00000169621.11	1.0
ENSG00000169629.12	1.0
ENSG00000169635.10	1.0
ENSG00000169641.16	1.0
ENSG00000169660.17	1.0
ENSG00000169679.15	1.0
ENSG00000169683.8	1.0
ENSG00000169684.13	1.0
ENSG00000169689.15	1.0
ENSG00000169692.14	1.0
ENSG00000169696.16	1.0
ENSG00000169710.9	1.0
ENSG00000169714.17	1.0
ENSG00000169715.15	1.0
ENSG00000169718.18	1.0
ENSG00000169727.14	1.0
ENSG00000169733.12	1.0
ENSG00000169738.8	1.0
ENSG00000169740.14	1.0
ENSG00000169744.13	1.0
ENSG00000169750.9	1.0
ENSG00000169752.17	0.975
ENSG00000169756.17	1.0
ENSG00000169758.13	0.975
ENSG00000169760.18	1.0
ENSG00000169762.17	1.0
ENSG00000169764.16	1.0
ENSG00000169783.13	1.0
ENSG00000169813.17	1.0
ENSG00000169814.18	1.0
ENSG00000169826.8	1.0
ENSG00000169851.16	1.0
ENSG00000169855.21	1.0
ENSG00000169857.9	1.0
ENSG00000169860.7	1.0
ENSG00000169862.21	1.0
ENSG00000169871.13	1.0
ENSG00000169884.14	0.925
ENSG00000169891.18	1.0
ENSG00000169895.6	1.0
ENSG00000169896.18	1.0
ENSG00000169902.15	1.0
ENSG00000169905.13	1.0
ENSG00000169908.12	1.0
ENSG00000169914.6	1.0
ENSG00000169918.10	1.0
ENSG00000169919.17	1.0
ENSG00000169925.17	1.0
ENSG00000169926.11	1.0
ENSG00000169946.14	1.0
ENSG00000169951.10	1.0
ENSG00000169955.8	1.0
ENSG00000169957.10	1.0
ENSG00000169962.5	0.9625
ENSG00000169964.8	1.0
ENSG00000169967.17	1.0
ENSG00000169972.13	1.0
ENSG00000169976.7	1.0
ENSG00000169981.11	1.0
ENSG00000169989.3	0.9625
ENSG00000169991.11	1.0
ENSG00000169992.10	1.0
ENSG00000169994.20	1.0
ENSG00000170004.19	1.0
ENSG00000170006.13	1.0
ENSG00000170011.14	1.0
ENSG00000170017.12	1.0
ENSG00000170027.7	1.0
ENSG00000170035.16	1.0
ENSG00000170037.14	1.0
ENSG00000170043.12	1.0
ENSG00000170049.10	0.975
ENSG00000170075.10	0.9625
ENSG00000170085.18	1.0
ENSG00000170088.14	1.0
ENSG00000170092.15	1.0
ENSG00000170100.14	1.0
ENSG00000170113.16	1.0
ENSG00000170142.12	1.0
ENSG00000170144.23	1.0
ENSG00000170145.5	1.0
ENSG00000170153.11	1.0
ENSG00000170161.8	1.0
ENSG00000170175.11	1.0
ENSG00000170185.12	1.0
ENSG00000170190.16	1.0
ENSG00000170191.5	1.0
ENSG00000170214.5	1.0
ENSG00000170222.12	1.0
ENSG00000170234.13	1.0
ENSG00000170242.19	1.0
ENSG00000170248.15	1.0
ENSG00000170260.9	1.0
ENSG00000170264.13	1.0
ENSG00000170265.13	1.0
ENSG00000170266.16	1.0
ENSG00000170270.5	1.0
ENSG00000170271.11	1.0
ENSG00000170275.15	1.0
ENSG00000170290.4	0.95
ENSG00000170291.17	1.0
ENSG00000170293.9	1.0
ENSG00000170296.10	1.0
ENSG00000170310.15	1.0
ENSG00000170312.17	1.0
ENSG00000170315.14	1.0
ENSG00000170322.15	1.0
ENSG00000170323.9	0.95
ENSG00000170325.16	1.0
ENSG00000170340.11	1.0
ENSG00000170345.11	1.0
ENSG00000170348.9	1.0
ENSG00000170364.13	1.0
ENSG00000170365.10	1.0
ENSG00000170379.21	1.0
ENSG00000170381.15	0.9875
ENSG00000170382.12	1.0
ENSG00000170385.10	1.0
ENSG00000170390.16	1.0
ENSG00000170396.9	0.9125
ENSG00000170412.18	1.0
ENSG00000170417.16	1.0
ENSG00000170421.13	1.0
ENSG00000170425.4	1.0
ENSG00000170430.10	1.0
ENSG00000170439.8	0.975
ENSG00000170445.16	1.0
ENSG00000170448.12	1.0
ENSG00000170456.16	1.0
ENSG00000170458.15	1.0
ENSG00000170464.10	1.0
ENSG00000170468.8	1.0
ENSG00000170469.11	1.0
ENSG00000170471.15	1.0
ENSG00000170473.17	1.0
ENSG00000170482.17	0.975
ENSG00000170485.17	1.0
ENSG00000170500.13	1.0
ENSG00000170502.13	1.0
ENSG00000170509.12	0.9875
ENSG00000170515.14	1.0
ENSG00000170522.10	1.0
ENSG00000170525.21	1.0
ENSG00000170537.13	1.0
ENSG00000170540.16	1.0
ENSG00000170542.7	1.0
ENSG00000170545.17	1.0
ENSG00000170558.10	1.0
ENSG00000170571.12	1.0
ENSG00000170579.19	1.0
ENSG00000170581.15	1.0
ENSG00000170584.12	1.0
ENSG00000170604.5	1.0
ENSG00000170606.16	1.0
ENSG00000170615.16	0.9
ENSG00000170619.10	1.0
ENSG00000170624.14	1.0
ENSG00000170631.15	1.0
ENSG00000170632.14	1.0
ENSG00000170633.17	1.0
ENSG00000170634.13	1.0
ENSG00000170638.10	1.0
ENSG00000170653.19	1.0
ENSG00000170667.16	1.0
ENSG00000170677.6	1.0
ENSG00000170681.7	0.9875
ENSG00000170684.10	0.975
ENSG00000170734.12	1.0
ENSG00000170743.17	0.95
ENSG00000170745.12	1.0
ENSG00000170759.11	1.0
ENSG00000170775.3	0.975
ENSG00000170776.22	1.0
ENSG00000170779.11	1.0
ENSG00000170791.18	1.0
ENSG00000170801.10	1.0
ENSG00000170802.17	1.0
ENSG00000170832.13	1.0
ENSG00000170835.17	0.9875
ENSG00000170836.13	1.0
ENSG00000170837.3	0.9875
ENSG00000170846.17	1.0
ENSG00000170852.12	1.0
ENSG00000170854.18	1.0
ENSG00000170855.4	1.0
ENSG00000170860.4	1.0
ENSG00000170871.12	1.0
ENSG00000170873.19	1.0
ENSG00000170876.9	1.0
ENSG00000170881.6	1.0
ENSG00000170889.14	1.0
ENSG00000170891.11	0.9875
ENSG00000170892.13	1.0
ENSG00000170899.11	1.0
ENSG00000170903.12	1.0
ENSG00000170906.16	1.0
ENSG00000170909.14	0.9875
ENSG00000170915.9	1.0
ENSG00000170917.14	1.0
ENSG00000170919.17	1.0
ENSG00000170921.16	1.0
ENSG00000170946.15	1.0
ENSG00000170949.18	1.0
ENSG00000170954.12	1.0
ENSG00000170955.10	1.0
ENSG00000170961.7	1.0
ENSG00000170962.13	1.0
ENSG00000170989.10	1.0
ENSG00000171004.19	1.0
ENSG00000171016.13	1.0
ENSG00000171033.13	1.0
ENSG00000171044.11	1.0
ENSG00000171045.16	1.0
ENSG00000171049.9	0.95
ENSG00000171051.10	1.0
ENSG00000171055.15	1.0
ENSG00000171056.8	1.0
ENSG00000171067.11	1.0
ENSG00000171094.18	0.9625
ENSG00000171097.14	0.9
ENSG00000171100.16	1.0
ENSG00000171103.11	1.0
ENSG00000171105.14	1.0
ENSG00000171109.19	1.0
ENSG00000171115.4	1.0
ENSG00000171121.17	1.0
ENSG00000171130.19	1.0
ENSG00000171132.14	1.0
ENSG00000171135.15	1.0
ENSG00000171148.14	1.0
ENSG00000171150.9	1.0
ENSG00000171155.8	1.0
ENSG00000171159.5	1.0
ENSG00000171160.18	1.0
ENSG00000171161.13	1.0
ENSG00000171163.16	1.0
ENSG00000171169.9	1.0
ENSG00000171174.15	1.0
ENSG00000171189.18	0.975
ENSG00000171202.7	1.0
ENSG00000171204.13	1.0
ENSG00000171206.17	1.0
ENSG00000171208.10	1.0
ENSG00000171219.9	0.9625
ENSG00000171222.11	1.0
ENSG00000171223.6	1.0
ENSG00000171224.9	1.0
ENSG00000171227.7	1.0
ENSG00000171236.10	0.975
ENSG00000171241.9	1.0
ENSG00000171246.7	0.9375
ENSG00000171262.11	1.0
ENSG00000171291.9	1.0
ENSG00000171295.13	1.0
ENSG00000171298.15	1.0
ENSG00000171302.17	1.0
ENSG00000171303.8	1.0
ENSG00000171307.19	1.0
ENSG00000171310.11	1.0
ENSG00000171311.13	1.0
ENSG00000171314.9	1.0
ENSG00000171316.14	1.0
ENSG00000171320.15	0.95
ENSG00000171345.13	1.0
ENSG00000171357.6	1.0
ENSG00000171365.17	1.0
ENSG00000171368.12	1.0
ENSG00000171385.11	1.0
ENSG00000171388.12	1.0
ENSG00000171408.14	1.0
ENSG00000171421.13	1.0
ENSG00000171425.10	1.0
ENSG00000171428.15	1.0
ENSG00000171443.7	1.0
ENSG00000171444.19	1.0
ENSG00000171448.9	1.0
ENSG00000171451.15	1.0
ENSG00000171453.20	1.0
ENSG00000171456.22	1.0
ENSG00000171462.15	1.0
ENSG00000171466.10	1.0
ENSG00000171467.16	1.0
ENSG00000171469.11	1.0
ENSG00000171475.14	1.0
ENSG00000171476.23	1.0
ENSG00000171488.15	1.0
ENSG00000171490.13	1.0
ENSG00000171492.14	1.0
ENSG00000171497.5	1.0
ENSG00000171502.15	0.975
ENSG00000171503.13	1.0
ENSG00000171517.6	0.9375
ENSG00000171522.6	1.0
ENSG00000171530.15	1.0
ENSG00000171533.12	1.0
ENSG00000171551.12	0.9625
ENSG00000171552.14	1.0
ENSG00000171566.12	1.0
ENSG00000171574.19	1.0
ENSG00000171596.7	0.95
ENSG00000171603.18	1.0
ENSG00000171604.12	1.0
ENSG00000171606.18	1.0
ENSG00000171608.18	1.0
ENSG00000171612.7	1.0
ENSG00000171617.16	1.0
ENSG00000171621.14	1.0
ENSG00000171631.16	1.0
ENSG00000171634.19	1.0
ENSG00000171649.12	1.0
ENSG00000171657.6	0.95
ENSG00000171659.16	1.0
ENSG00000171680.23	1.0
ENSG00000171681.13	1.0
ENSG00000171700.14	1.0
ENSG00000171703.17	1.0
ENSG00000171714.13	1.0
ENSG00000171720.10	1.0
ENSG00000171723.16	1.0
ENSG00000171724.3	1.0
ENSG00000171729.14	1.0
ENSG00000171735.21	1.0
ENSG00000171747.9	0.9625
ENSG00000171757.17	1.0
ENSG00000171763.20	1.0
ENSG00000171766.17	1.0
ENSG00000171777.17	1.0
ENSG00000171790.16	0.9375
ENSG00000171791.14	1.0
ENSG00000171792.11	1.0
ENSG00000171793.17	1.0
ENSG00000171798.19	0.9875
ENSG00000171806.12	1.0
ENSG00000171811.14	0.975
ENSG00000171812.13	1.0
ENSG00000171813.14	1.0
ENSG00000171817.17	1.0
ENSG00000171819.5	0.9875
ENSG00000171823.7	1.0
ENSG00000171824.14	1.0
ENSG00000171827.11	1.0
ENSG00000171840.13	1.0
ENSG00000171843.17	1.0
ENSG00000171847.11	0.9625
ENSG00000171848.16	0.975
ENSG00000171853.16	1.0
ENSG00000171858.18	1.0
ENSG00000171860.5	1.0
ENSG00000171861.11	1.0
ENSG00000171862.16	1.0
ENSG00000171863.15	1.0
ENSG00000171865.10	1.0
ENSG00000171867.18	1.0
ENSG00000171873.8	0.9625
ENSG00000171877.21	1.0
ENSG00000171885.18	0.9875
ENSG00000171903.17	0.925
ENSG00000171914.17	1.0
ENSG00000171928.14	1.0
ENSG00000171940.14	1.0
ENSG00000171943.12	1.0
ENSG00000171951.5	0.9625
ENSG00000171953.16	1.0
ENSG00000171960.12	1.0
ENSG00000171962.19	1.0
ENSG00000171970.14	0.9875
ENSG00000171984.15	1.0
ENSG00000171988.20	1.0
ENSG00000171992.13	1.0
ENSG00000172005.11	0.9875
ENSG00000172006.12	1.0
ENSG00000172007.7	1.0
ENSG00000172009.15	1.0
ENSG00000172031.7	0.925
ENSG00000172037.14	1.0
ENSG00000172046.21	1.0
ENSG00000172053.18	1.0
ENSG00000172057.10	1.0
ENSG00000172059.11	1.0
ENSG00000172062.17	1.0
ENSG00000172071.15	1.0
ENSG00000172081.14	1.0
ENSG00000172086.9	1.0
ENSG00000172113.10	1.0
ENSG00000172115.9	1.0
ENSG00000172116.23	1.0
ENSG00000172123.14	1.0
ENSG00000172137.19	0.925
ENSG00000172159.16	1.0
ENSG00000172164.15	1.0
ENSG00000172167.8	1.0
ENSG00000172171.11	1.0
ENSG00000172172.8	1.0
ENSG00000172175.16	1.0
ENSG00000172183.16	0.9875
ENSG00000172197.11	1.0
ENSG00000172201.12	1.0
ENSG00000172209.6	0.925
ENSG00000172215.6	0.975
ENSG00000172216.7	1.0
ENSG00000172239.14	1.0
ENSG00000172243.18	1.0
ENSG00000172244.9	1.0
ENSG00000172247.4	0.925
ENSG00000172260.15	1.0
ENSG00000172262.12	1.0
ENSG00000172264.19	1.0
ENSG00000172269.20	1.0
ENSG00000172270.22	1.0
ENSG00000172273.13	1.0
ENSG00000172292.15	1.0
ENSG00000172296.13	1.0
ENSG00000172301.11	1.0
ENSG00000172315.6	1.0
ENSG00000172318.6	0.9625
ENSG00000172322.14	0.9
ENSG00000172331.12	1.0
ENSG00000172336.5	1.0
ENSG00000172339.10	1.0
ENSG00000172340.15	1.0
ENSG00000172345.14	1.0
ENSG00000172346.15	1.0
ENSG00000172348.16	1.0
ENSG00000172349.19	1.0
ENSG00000172354.10	1.0
ENSG00000172361.6	1.0
ENSG00000172366.20	1.0
ENSG00000172375.14	1.0
ENSG00000172379.22	1.0
ENSG00000172380.6	1.0
ENSG00000172399.6	1.0
ENSG00000172403.11	1.0
ENSG00000172404.5	1.0
ENSG00000172409.7	1.0
ENSG00000172426.16	1.0
ENSG00000172428.11	1.0
ENSG00000172432.19	1.0
ENSG00000172456.18	1.0
ENSG00000172458.5	1.0
ENSG00000172465.14	1.0
ENSG00000172466.16	1.0
ENSG00000172469.17	1.0
ENSG00000172476.4	0.9875
ENSG00000172493.23	1.0
ENSG00000172500.13	1.0
ENSG00000172508.11	1.0
ENSG00000172530.22	1.0
ENSG00000172531.16	1.0
ENSG00000172534.14	1.0
ENSG00000172543.9	1.0
ENSG00000172548.15	0.925
ENSG00000172554.12	0.9375
ENSG00000172572.7	1.0
ENSG00000172575.14	1.0
ENSG00000172578.12	1.0
ENSG00000172586.8	1.0
ENSG00000172590.18	1.0
ENSG00000172594.13	1.0
ENSG00000172602.11	0.9875
ENSG00000172613.8	1.0
ENSG00000172638.13	1.0
ENSG00000172661.20	1.0
ENSG00000172663.9	1.0
ENSG00000172667.11	1.0
ENSG00000172671.20	1.0
ENSG00000172673.12	0.9875
ENSG00000172687.14	1.0
ENSG00000172716.17	1.0
ENSG00000172724.12	0.95
ENSG00000172725.14	1.0
ENSG00000172728.16	1.0
ENSG00000172731.15	1.0
ENSG00000172732.12	1.0
ENSG00000172733.12	0.95
ENSG00000172738.13	0.975
ENSG00000172748.14	1.0
ENSG00000172757.13	1.0
ENSG00000172765.19	1.0
ENSG00000172766.19	1.0
ENSG00000172775.18	1.0
ENSG00000172780.17	0.9875
ENSG00000172785.19	1.0
ENSG00000172794.20	1.0
ENSG00000172795.17	1.0
ENSG00000172803.18	0.975
ENSG00000172809.13	1.0
ENSG00000172817.4	1.0
ENSG00000172819.17	1.0
ENSG00000172824.17	1.0
ENSG00000172828.13	0.9875
ENSG00000172830.13	1.0
ENSG00000172831.14	1.0
ENSG00000172840.7	1.0
ENSG00000172845.18	1.0
ENSG00000172869.15	1.0
ENSG00000172878.14	1.0
ENSG00000172888.12	1.0
ENSG00000172889.16	1.0
ENSG00000172890.13	1.0
ENSG00000172893.18	1.0
ENSG00000172901.21	0.925
ENSG00000172915.20	1.0
ENSG00000172922.11	1.0
ENSG00000172932.16	1.0
ENSG00000172935.10	1.0
ENSG00000172936.18	1.0
ENSG00000172939.9	1.0
ENSG00000172943.21	1.0
ENSG00000172954.14	1.0
ENSG00000172965.18	1.0
ENSG00000172974.11	1.0
ENSG00000172977.13	1.0
ENSG00000172985.11	1.0
ENSG00000172986.13	1.0
ENSG00000172987.14	0.95
ENSG00000172992.13	1.0
ENSG00000173011.12	1.0
ENSG00000173013.6	0.9875
ENSG00000173020.11	1.0
ENSG00000173039.20	1.0
ENSG00000173040.13	1.0
ENSG00000173041.12	1.0
ENSG00000173064.14	1.0
ENSG00000173065.14	1.0
ENSG00000173068.19	1.0
ENSG00000173083.16	1.0
ENSG00000173085.15	1.0
ENSG00000173110.8	1.0
ENSG00000173113.8	1.0
ENSG00000173114.13	1.0
ENSG00000173120.15	1.0
ENSG00000173137.12	1.0
ENSG00000173141.5	1.0
ENSG00000173145.11	1.0
ENSG00000173153.17	1.0
ENSG00000173156.7	0.975
ENSG00000173163.11	1.0
ENSG00000173166.18	1.0
ENSG00000173171.15	1.0
ENSG00000173175.17	1.0
ENSG00000173193.15	1.0
ENSG00000173198.6	1.0
ENSG00000173200.13	0.9875
ENSG00000173207.13	1.0
ENSG00000173208.4	0.9875
ENSG00000173209.24	1.0
ENSG00000173210.21	1.0
ENSG00000173214.7	1.0
ENSG00000173218.15	1.0
ENSG00000173221.14	1.0
ENSG00000173226.17	1.0
ENSG00000173227.14	0.9125
ENSG00000173230.17	1.0
ENSG00000173258.13	1.0
ENSG00000173261.9	0.9875
ENSG00000173264.16	1.0
ENSG00000173267.14	1.0
ENSG00000173269.14	1.0
ENSG00000173272.16	1.0
ENSG00000173273.17	1.0
ENSG00000173275.13	1.0
ENSG00000173276.14	1.0
ENSG00000173281.5	1.0
ENSG00000173320.12	1.0
ENSG00000173327.9	1.0
ENSG00000173334.4	1.0
ENSG00000173338.13	0.9
ENSG00000173369.18	1.0
ENSG00000173372.18	1.0
ENSG00000173376.14	1.0
ENSG00000173391.9	0.9625
ENSG00000173401.10	0.975
ENSG00000173402.13	1.0
ENSG00000173406.16	0.9625
ENSG00000173409.14	1.0
ENSG00000173418.12	1.0
ENSG00000173421.17	0.9875
ENSG00000173436.15	1.0
ENSG00000173442.13	1.0
ENSG00000173451.7	1.0
ENSG00000173456.5	1.0
ENSG00000173457.11	1.0
ENSG00000173465.8	1.0
ENSG00000173473.11	1.0
ENSG00000173480.11	1.0
ENSG00000173482.17	1.0
ENSG00000173511.10	1.0
ENSG00000173517.11	1.0
ENSG00000173530.6	1.0
ENSG00000173531.16	1.0
ENSG00000173535.15	0.95
ENSG00000173540.14	1.0
ENSG00000173542.9	1.0
ENSG00000173545.5	1.0
ENSG00000173546.7	1.0
ENSG00000173548.9	1.0
ENSG00000173559.15	1.0
ENSG00000173567.16	1.0
ENSG00000173575.24	1.0
ENSG00000173581.8	1.0
ENSG00000173588.16	1.0
ENSG00000173597.9	1.0
ENSG00000173598.14	1.0
ENSG00000173599.15	1.0
ENSG00000173611.18	1.0
ENSG00000173614.14	1.0
ENSG00000173621.9	1.0
ENSG00000173638.19	1.0
ENSG00000173641.18	1.0
ENSG00000173653.8	1.0
ENSG00000173660.12	1.0
ENSG00000173674.11	1.0
ENSG00000173681.17	1.0
ENSG00000173692.14	1.0
ENSG00000173698.18	1.0
ENSG00000173705.9	1.0
ENSG00000173706.15	1.0
ENSG00000173715.19	1.0
ENSG00000173726.11	1.0
ENSG00000173744.18	1.0
ENSG00000173757.11	1.0
ENSG00000173762.9	0.9625
ENSG00000173786.17	1.0
ENSG00000173801.17	1.0
ENSG00000173811.11	0.95
ENSG00000173812.11	1.0
ENSG00000173818.17	1.0
ENSG00000173821.20	1.0
ENSG00000173846.14	1.0
ENSG00000173848.19	1.0
ENSG00000173852.16	1.0
ENSG00000173867.10	0.9125
ENSG00000173868.12	0.9875
ENSG00000173875.14	1.0
ENSG00000173889.16	1.0
ENSG00000173890.17	1.0
ENSG00000173894.11	1.0
ENSG00000173898.16	1.0
ENSG00000173905.9	1.0
ENSG00000173914.12	1.0
ENSG00000173915.16	1.0
ENSG00000173917.11	0.9
ENSG00000173918.15	1.0
ENSG00000173926.6	1.0
ENSG00000173928.4	1.0
ENSG00000173930.9	0.975
ENSG00000173933.21	1.0
ENSG00000173947.14	1.0
ENSG00000173950.16	1.0
ENSG00000173960.14	1.0
ENSG00000173991.6	0.95
ENSG00000173992.9	1.0
ENSG00000174004.6	1.0
ENSG00000174007.9	1.0
ENSG00000174010.10	1.0
ENSG00000174013.8	1.0
ENSG00000174021.12	1.0
ENSG00000174028.6	1.0
ENSG00000174032.17	1.0
ENSG00000174059.17	1.0
ENSG00000174080.12	1.0
ENSG00000174099.12	1.0
ENSG00000174106.3	1.0
ENSG00000174109.5	1.0
ENSG00000174123.11	0.9
ENSG00000174125.9	1.0
ENSG00000174130.13	1.0
ENSG00000174132.10	1.0
ENSG00000174136.13	1.0
ENSG00000174137.14	1.0
ENSG00000174151.15	1.0
ENSG00000174165.8	1.0
ENSG00000174173.7	1.0
ENSG00000174175.17	0.975
ENSG00000174177.13	1.0
ENSG00000174197.19	1.0
ENSG00000174206.13	1.0
ENSG00000174227.16	1.0
ENSG00000174231.18	1.0
ENSG00000174233.12	1.0
ENSG00000174236.4	0.95
ENSG00000174238.16	1.0
ENSG00000174243.11	1.0
ENSG00000174276.7	1.0
ENSG00000174282.12	1.0
ENSG00000174292.13	1.0
ENSG00000174306.22	1.0
ENSG00000174307.7	1.0
ENSG00000174326.15	0.9875
ENSG00000174327.7	0.9875
ENSG00000174332.6	0.9375
ENSG00000174348.14	1.0
ENSG00000174365.23	1.0
ENSG00000174370.13	1.0
ENSG00000174371.17	0.9875
ENSG00000174373.17	1.0
ENSG00000174403.18	0.9
ENSG00000174405.15	1.0
ENSG00000174428.19	1.0
ENSG00000174429.4	0.95
ENSG00000174437.18	1.0
ENSG00000174442.12	1.0
ENSG00000174444.15	1.0
ENSG00000174446.13	1.0
ENSG00000174456.16	1.0
ENSG00000174469.23	0.975
ENSG00000174482.11	0.9
ENSG00000174485.16	1.0
ENSG00000174500.13	0.9
ENSG00000174501.15	1.0
ENSG00000174514.13	1.0
ENSG00000174516.15	1.0
ENSG00000174529.7	1.0
ENSG00000174547.13	1.0
ENSG00000174564.13	1.0
ENSG00000174574.16	1.0
ENSG00000174579.5	1.0
ENSG00000174586.11	1.0
ENSG00000174599.5	1.0
ENSG00000174600.14	1.0
ENSG00000174606.14	1.0
ENSG00000174607.12	1.0
ENSG00000174611.12	0.9375
ENSG00000174628.17	1.0
ENSG00000174640.15	1.0
ENSG00000174652.20	1.0
ENSG00000174669.12	1.0
ENSG00000174672.16	1.0
ENSG00000174684.7	1.0
ENSG00000174695.10	1.0
ENSG00000174705.13	1.0
ENSG00000174718.12	1.0
ENSG00000174720.18	1.0
ENSG00000174721.10	1.0
ENSG00000174738.14	1.0
ENSG00000174740.8	1.0
ENSG00000174744.14	1.0
ENSG00000174748.22	1.0
ENSG00000174749.6	1.0
ENSG00000174775.18	1.0
ENSG00000174776.12	0.925
ENSG00000174780.17	1.0
ENSG00000174791.11	1.0
ENSG00000174796.12	1.0
ENSG00000174799.12	1.0
ENSG00000174804.4	1.0
ENSG00000174807.4	1.0
ENSG00000174808.12	0.9875
ENSG00000174827.14	1.0
ENSG00000174839.13	1.0
ENSG00000174840.10	1.0
ENSG00000174842.17	1.0
ENSG00000174844.15	0.95
ENSG00000174851.17	1.0
ENSG00000174871.11	0.925
ENSG00000174886.15	1.0
ENSG00000174891.14	1.0
ENSG00000174903.16	1.0
ENSG00000174915.12	1.0
ENSG00000174917.9	1.0
ENSG00000174928.16	1.0
ENSG00000174938.15	1.0
ENSG00000174939.11	0.95
ENSG00000174943.11	1.0
ENSG00000174944.9	1.0
ENSG00000174945.14	0.95
ENSG00000174946.7	0.9625
ENSG00000174951.12	1.0
ENSG00000174953.14	1.0
ENSG00000174977.8	1.0
ENSG00000174989.14	1.0
ENSG00000174996.12	1.0
ENSG00000175003.15	0.925
ENSG00000175029.17	1.0
ENSG00000175040.6	1.0
ENSG00000175048.17	1.0
ENSG00000175054.16	1.0
ENSG00000175061.21	1.0
ENSG00000175063.17	0.975
ENSG00000175066.16	1.0
ENSG00000175073.8	1.0
ENSG00000175084.13	1.0
ENSG00000175087.10	1.0
ENSG00000175093.5	0.95
ENSG00000175104.15	1.0
ENSG00000175105.8	1.0
ENSG00000175106.17	1.0
ENSG00000175110.14	1.0
ENSG00000175115.13	1.0
ENSG00000175130.7	1.0
ENSG00000175137.11	1.0
ENSG00000175147.13	0.975
ENSG00000175155.11	1.0
ENSG00000175161.14	1.0
ENSG00000175164.16	0.95
ENSG00000175166.17	1.0
ENSG00000175170.17	1.0
ENSG00000175175.6	1.0
ENSG00000175182.15	1.0
ENSG00000175183.10	1.0
ENSG00000175193.14	1.0
ENSG00000175197.13	1.0
ENSG00000175198.17	1.0
ENSG00000175203.17	1.0
ENSG00000175206.11	0.975
ENSG00000175213.3	1.0
ENSG00000175215.11	1.0
ENSG00000175216.15	1.0
ENSG00000175220.12	1.0
ENSG00000175221.16	1.0
ENSG00000175224.17	1.0
ENSG00000175264.8	1.0
ENSG00000175265.19	1.0
ENSG00000175267.15	0.925
ENSG00000175274.19	1.0
ENSG00000175279.22	0.9875
ENSG00000175283.8	1.0
ENSG00000175287.19	1.0
ENSG00000175305.18	1.0
ENSG00000175309.16	1.0
ENSG00000175318.12	0.95
ENSG00000175322.12	1.0
ENSG00000175324.10	1.0
ENSG00000175334.8	1.0
ENSG00000175344.19	0.9375
ENSG00000175348.11	1.0
ENSG00000175352.12	1.0
ENSG00000175354.20	1.0
ENSG00000175356.14	1.0
ENSG00000175376.9	1.0
ENSG00000175387.16	1.0
ENSG00000175390.15	1.0
ENSG00000175395.16	1.0
ENSG00000175414.7	1.0
ENSG00000175416.16	1.0
ENSG00000175426.11	0.975
ENSG00000175445.17	1.0
ENSG00000175449.15	1.0
ENSG00000175455.16	1.0
ENSG00000175463.12	1.0
ENSG00000175467.15	1.0
ENSG00000175470.20	1.0
ENSG00000175471.20	1.0
ENSG00000175482.9	1.0
ENSG00000175489.10	1.0
ENSG00000175505.11	1.0
ENSG00000175518.8	0.9
ENSG00000175536.7	1.0
ENSG00000175538.11	1.0
ENSG00000175544.14	1.0
ENSG00000175548.9	1.0
ENSG00000175550.8	1.0
ENSG00000175556.18	1.0
ENSG00000175564.13	1.0
ENSG00000175567.12	1.0
ENSG00000175573.7	1.0
ENSG00000175575.13	1.0
ENSG00000175581.14	1.0
